store_id,place_id,address,reason,detail
188,ChIJM7slyUfuYjURa1tnzeyHzT8,강원특별자치도 춘천시 신북읍 천전리 100-25,NO_RESULTS,
192,ChIJQdUPC-CRezURHmBFgI8G2Ak,인천광역시 중구 운서동 2868 제2여객터미널 4층,NO_RESULTS,
180,ChIJ2U8jqpuaezURtEfkgGIN384,인천광역시 중구 운서동 2868,NO_RESULTS,
147,Ej0x7Li1IDEwNe2YuCwgNzk1LTEgTWFnb2stZG9uZywgR2FuZ3Nlby1ndSwgU2VvdWwsIFNvdXRoIEtvcmVhIicaJQoWChQKEgnjfP2Wb5x8NRFGOfoyZQiPIBILMey4tSAxMDXtmLg,서울특별시 강서구 마곡동 795-1 1층 105호,NO_RESULTS,
149,ChIJ65HywsKifDURxMTCnPoq_10,서울특별시 종로구 관훈동 84-23 상호명: 853,NO_RESULTS,
157,EkHsuLUgMTAzLCAxMDTtmLgsIDc5Ny05IE1hZ29rLWRvbmcsIEdhbmdzZW8tZ3UsIFNlb3VsLCBTb3V0aCBLb3JlYSIrGikKFgoUChIJNxoVkWWcfDURVjV3WJvxNzQSD-y4tSAxMDMsIDEwNO2YuA,"서울특별시 강서구 마곡동 797-9 1층 103, 104호",NO_RESULTS,
160,EjYx7Li1LCA3NzMtMSBNYWdvay1kb25nLCBHYW5nc2VvLWd1LCBTZW91bCwgU291dGggS29yZWEiIBoeChYKFAoSCZ22onthnHw1EbUCdIeqCK8zEgQx7Li1,서울특별시 강서구 마곡동 773-1 센트럴푸르지오시티 1층 106호107호,NO_RESULTS,
161,Ejg17Li1LCA1MzktMSBTYW5nLWRvbmcsIEJ1Y2hlb24sIEd5ZW9uZ2dpLWRvLCBTb3V0aCBLb3JlYSIgGh4KFgoUChIJb-Z0PRR9ezUR1F67TOqcjggSBDXsuLU,경기도 부천시 원미구 상동 539-1 뉴코아 부천점 5층 피자몰,NO_RESULTS,
184,ChIJkXc5FuDlYTURvdPOt2Rsv3M,강원특별자치도 강릉시 옥천동 366,NO_RESULTS,
200,ChIJUf1sHxcCYzURir9ezV-nDZ0,강원특별자치도 홍천군 홍천읍 연봉리 451-6,NO_RESULTS,
202,ChIJE5M5IFjvYTURyQdA3xrTsoE,강원특별자치도 강릉시 노암동 731-26,NO_RESULTS,
